object_id,registration_no,collection,recovery_method,locality,municipality,state_department,country,period,context_id,context_no,context_type,sample_id_object,date_BP_object,date_error_object,sample_id_context,date_BP_context,date_error_context,object_function,representation,representation_gender,forming_method,composite_id,individual_ids,composite_type,no_components,weight,composite_weight,area_of_analysis,method,copper_in_FA,cu,cu_precision,ag,ag_precision,au,au_precision,pt,pt_precision,references
700,O33843,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nose adornment,With horizontal extensions,NA,Lost-wax cast,NA,NA,NA,NA,4.3,NA,NA,XRF,NA,11.2,1,11.7,1,77.1,1,NA,NA,"Museo del Oro, Banco de la República, 2007"
701,O01074,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,Male,Lost-wax cast,NA,NA,NA,NA,8.65,NA,NA,FA,Analysed,34.8,1,2,1,52.5,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
702,O01869,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staffs/birds,NA,Lost-wax cast,NA,NA,NA,NA,13.52,NA,NA,FA,Analysed,75,0,NA,NA,20,0,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
703,O03046,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,Male,Lost-wax cast,NA,NA,NA,NA,29.65,NA,NA,FA,Calculated,44.8,1,1.4,1,42.6,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
704,O01144,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diadem,Zoomorphic,NA,Lost-wax cast,NA,NA,NA,NA,59.63,NA,NA,FA,Calculated,11.6,1,16,1,69.5,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
705,O05324,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Bird,NA,Lost-wax cast,NA,NA,NA,NA,13.3,NA,NA,FA,Calculated,14.7,1,2.8,1,71.8,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
706,O01087,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Warrior with trophy head,NA,Lost-wax cast,NA,NA,NA,NA,11.25,NA,NA,FA,Analysed,38,1,2.2,1,58,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
707,O03059,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,11.94,NA,NA,FA,Analysed,7.5,1,18,1,60,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
708,O03441,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bead necklace,Schematic,NA,Cast with matrix,39,708,Necklace,46,NA,9.9,NA,FA,Calculated,23.8,1,3.3,1,67,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
709,O00306,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diadem,Zoomorphic,NA,Lost-wax cast,NA,NA,NA,NA,28.22,NA,NA,FA,Calculated,20.6,1,11.8,1,62.5,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
710,O06184,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Breastplate,Bird,NA,Lost-wax cast,NA,NA,NA,NA,46.05,NA,NA,FA,Calculated,15.2,1,8,1,73,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
711,O06217,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bead necklace,Schematic,NA,Cast with matrix,NA,NA,NA,NA,10.2,NA,NA,FA,Analysed,26,1,6,1,64.8,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
712,O06218,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bead necklace,NA,NA,Cast with matrix,NA,NA,NA,NA,7.5,NA,NA,Unknown,NA,NA,NA,8.3,1,77.7,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
713,O00105,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Shell,NA,Lost-wax cast with core,NA,NA,NA,NA,25.6,NA,NA,FA,Calculated,23.4,1,4.8,1,66,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
714,O01119,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Lizard/alligator with human inside,NA,Lost-wax cast,NA,NA,NA,NA,20.7,NA,NA,FA,Calculated,7.6,1,15.5,1,75,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
715,O01078,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staffs/birds,Female,Lost-wax cast,NA,NA,NA,NA,7.32,NA,NA,FA,Analysed?,28.9,1,2.5,1,60.5,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
716,O06266,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,33.9,NA,NA,FA,Calculated,20.7,1,12.2,1,62,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
717,O06355,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Breastplate,Bird,NA,Lost-wax cast,NA,NA,NA,NA,50.3,NA,NA,FA,Calculated,18.4,1,5.4,1,71.6,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
718,O00298,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Warrior with trophy head,Male?,Lost-wax cast,NA,NA,NA,NA,9.42,NA,NA,FA,Analysed?,32.1,1,1,1,60,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
719,O01858,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Breastplate,With horizontal extensions,NA,Lost-wax cast,NA,NA,NA,NA,34.41,NA,NA,FA,Analysed,24.4,1,12.4,1,56,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
721,O00086,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Seated holding knees,Male,Lost-wax cast with core,NA,NA,NA,NA,41.6,NA,NA,FA,Analysed,27.5,1,7.2,1,54.8,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
722,O05099,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,39.2,NA,NA,FA,Analysed,99,0,NA,NA,NA,NA,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
723,O02132,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Lizard,NA,Lost-wax cast,NA,NA,NA,NA,4.94,NA,NA,FA,Calculated,8.6,1,7.3,1,82,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
724,O01866,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Seated holding knees,Male,Lost-wax cast with core,NA,NA,NA,NA,19.22,NA,NA,FA,Analysed,30,1,8.4,1,51,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
725,O00293,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With bird/tray and bag,Male,Lost-wax cast,NA,NA,NA,NA,11.5,NA,NA,FA,Analysed,42.6,1,1,1,48,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
726,O02051,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,Male,Lost-wax cast,NA,NA,NA,NA,9.09,NA,NA,FA,Analysed,63,1,NA,NA,32.5,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
727,O01868,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,Female,Lost-wax cast with core,NA,NA,NA,NA,12.27,NA,NA,FA,Unknown,30,1,9.8,1,60.6,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
728,O01120,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Serpent,NA,Lost-wax cast,NA,NA,NA,NA,60.37,NA,NA,FA,Calculated,12.9,1,6.4,1,77.5,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
729,O00103,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Shell,NA,Lost-wax cast with core,NA,NA,NA,NA,52.4,NA,NA,FA,Calculated,17.6,1,6,1,72,1,NA,NA,"Barriga Villalba, 1961; Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
730,O05901,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With bird/tray and bag,Male,Lost-wax cast,NA,NA,NA,NA,26.1,NA,NA,FA,Analysed,98,0,NA,NA,NA,NA,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
731,O06370,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staffs/birds,Female,Lost-wax cast,NA,NA,NA,NA,35.6,NA,NA,FA,Analysed,33.3,1,1,1,59.2,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
732,O00085,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Breastplate,NA,NA,Lost-wax cast,NA,NA,NA,NA,30.5,NA,NA,FA,Analysed,20,1,12.2,1,43.8,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
733,O01088,Subdirección Técnica (Museo del Oro),Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,Male,Lost-wax cast,NA,NA,NA,NA,9.4,NA,NA,FA,Analysed,26,1,12.5,1,58,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
735,O01224,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ear pendant,NA,NA,Lost-wax cast with core,NA,NA,NA,NA,56.8,NA,NA,FA,Calculated,16.5,1,12.8,1,66.6,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
736,O01071,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Breastplate,Anthropozoomorphic,NA,Lost-wax cast,NA,NA,NA,NA,34.67,NA,NA,FA,Analysed,38,1,3,1,52.8,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
737,O06185,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diadem,NA,NA,Lost-wax cast,NA,NA,NA,NA,60.8,NA,NA,FA,Calculated,20.8,1,12,1,62,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
738,O03901,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staffs/birds,Female,Lost-wax cast,NA,NA,NA,NA,6.52,NA,NA,FA,Analysed,24.4,1,6.4,1,66,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
739,O00101,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nipple shield,NA,NA,Lost-wax cast,NA,NA,NA,NA,8.2,NA,NA,FA,Analysed,25,1,11.6,1,60,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
740,O00312,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,14.4,NA,NA,FA,Calculated,31.2,1,5,1,56,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
741,O00104,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Shell,NA,Lost-wax cast with core,NA,NA,NA,NA,40.5,NA,NA,FA,Analysed,31.6,1,2.1,1,50.6,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
742,O01116,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Turtle,NA,Lost-wax cast with core,NA,NA,NA,NA,38,NA,NA,FA,Calculated,14.6,1,9,1,72.8,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
743,O00296,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Warrior with trophy head,Male,Lost-wax cast,NA,NA,NA,NA,10.51,NA,NA,FA,Calculated,37.4,1,1.2,1,52,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
744,O00295,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Warrior with trophy head,Male,Lost-wax cast,NA,NA,NA,NA,11.1,NA,NA,FA,Analysed,42,1,3.2,1,38.8,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
745,O06269,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hallucinogen tray,Anthropomorphic,NA,Lost-wax cast with core,NA,NA,NA,NA,10.4,NA,NA,FA,Analysed,97.5,1,NA,NA,NA,NA,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
746,O01872,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staffs/birds,Female,Lost-wax cast,NA,NA,NA,NA,22.26,NA,NA,FA,Calculated,22.7,1,10.2,1,61.4,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
747,O01223,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ear pendant,NA,NA,Lost-wax cast with core,NA,NA,NA,NA,92.71,NA,NA,FA,Calculated,20.9,1,5.4,1,71,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
748,O04203,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Seated holding knees,Male,Lost-wax cast,NA,NA,NA,NA,8.2,NA,NA,FA,Analysed,25.5,1,8.5,1,56.8,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
749,O03462,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,Female,Lost-wax cast with core,NA,NA,NA,NA,11.55,NA,NA,FA,Analysed,27.5,1,4.8,1,54.4,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
750,O03900,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staffs/birds,Female,Lost-wax cast,NA,NA,NA,NA,24.3,NA,NA,FA,Analysed?,38.8,1,1,1,50.5,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
751,O01865,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,Male,Lost-wax cast,NA,NA,NA,NA,15.42,NA,NA,FA,Analysed,30.6,1,7.5,1,52.5,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
752,O01099,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,Beta-374221,690,30,NA,NA,NA,Votive figure,NA,Female,Lost-wax cast,NA,NA,NA,NA,12.6,NA,NA,FA,Analysed,27.5,1,1.6,1,61.2,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
753,O01102,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bead,Schematic,NA,Lost-wax cast,NA,NA,NA,NA,0.8,NA,NA,AAS,NA,7.7,1,4.4,1,88,1,NA,NA,"Museo del Oro, Banco de la República, 2007"
754,O02223,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pendant,Shell,NA,Lost-wax cast,NA,NA,NA,NA,15.12,NA,NA,FA,Analysed,21.6,1,4.8,1,60.2,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
755,O05900,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hallucinogen tray,Anthropomorphic,NA,Lost-wax cast,NA,NA,NA,NA,14.6,NA,NA,FA,Analysed,69.5,1,NA,NA,21,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
756,O03044,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Seated holding knees,Male,Lost-wax cast,NA,NA,NA,NA,48.6,NA,NA,FA,Calculated,6.8,1,21,1,70.5,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
757,O05303,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pendant,Bird,NA,Lost-wax cast,NA,NA,NA,NA,7,NA,NA,FA,Analysed,32.5,1,0.8,1,51,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
758,O00081,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Seated holding knees,Male,Lost-wax cast,NA,NA,NA,NA,16.6,NA,NA,FA,Analysed,39.2,1,1.6,1,52.2,1,NA,NA,"Lleras Pérez, 1999; Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
759,O00301,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staffs/birds,Male,Lost-wax cast,NA,NA,NA,NA,6.5,NA,NA,FA,Analysed,60,0,NA,NA,30,0,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
760,O01859,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,Male,Lost-wax cast,NA,NA,NA,NA,16.4,NA,NA,FA,Analysed,30.8,1,2,1,54,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
761,O04678,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With child,Female,Lost-wax cast,NA,NA,NA,NA,17.35,NA,NA,FA,Calculated,8.2,1,28.8,1,61,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
762,O02130,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Serpent,NA,Lost-wax cast,NA,NA,NA,NA,8.52,NA,NA,FA,Calculated,23,1,12.5,1,60,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
763,O02311,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Feline - jaguar,NA,Lost-wax cast,NA,NA,NA,NA,10.06,NA,NA,FA,Calculated,15.4,1,6,1,74.8,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
764,O06077,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nose adornment,Zoomorphic,NA,Lost-wax cast,NA,NA,NA,NA,28.6,NA,NA,FA,Analysed,38,1,1.8,1,55,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
765,O01867,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Seated holding knees,Female,Lost-wax cast,NA,NA,NA,NA,29.6,NA,NA,FA,Analysed,58,1,NA,NA,36.1,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
766,O02182,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,5.02,NA,NA,FA,Analysed,31.2,1,10.5,1,61.6,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
767,O01076,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,Male,Lost-wax cast,NA,NA,NA,NA,10.9,NA,NA,FA,Analysed,52,1,2.1,1,41,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
768,O03189,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Heavily adorned,Male,Lost-wax cast,NA,NA,NA,NA,55.8,NA,NA,FA,Analysed,98,0,NA,NA,NA,NA,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
769,O01236,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Serpent,NA,Lost-wax cast,NA,NA,NA,NA,19.3,NA,NA,FA,Analysed,32,1,7,1,55.7,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
770,O01235,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Zoomorphic,NA,Lost-wax cast,NA,NA,NA,NA,8.78,NA,NA,FA,Analysed,32.2,1,6.6,1,52.8,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
771,O00078,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staffs/birds,Female,Lost-wax cast,NA,NA,NA,NA,32,NA,NA,FA,Analysed,30,1,7.6,1,58,1,NA,NA,"Lleras Pérez, 1999; Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
772,O06009,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Serpent,NA,Lost-wax cast,NA,NA,NA,NA,12.6,NA,NA,FA,Analysed,39.8,1,7.4,1,49.8,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
773,O00299,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With bowl/lime container/tray,Male,Lost-wax cast,NA,NA,NA,NA,25.6,NA,NA,FA,Analysed,10.2,1,12.2,1,75,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
774,O00087,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Seated on bench,Male,Lost-wax cast,NA,NA,NA,NA,57.5,NA,NA,FA,Analysed,10.3,1,16.6,1,66.6,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
775,O01862,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,Male,Lost-wax cast,NA,NA,NA,NA,23.17,NA,NA,FA,Calculated,9,1,8.8,1,80,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
